OID,N,N_study,Source,BASE,X,Y,Precise,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Sample_met,Occurrence,Sample_yea,Sampling_e,Sampling_1,ID_Todo,TRAITS,BodyMass_k,DielActivi,HomeRange_,Locomotion,TrophicGui,Brain_size,Canine_Dim,MeanGroupS,Interbirth,Gestation,WeaningAge,MaxLongevi,LitterSz,AdultSexRa,Social_Sys,Mating_Sys,FOREST,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
-1,6117,85,Lima 2008 (thesis),Richness,-46.90277778,-22.85194444,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,0,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3331,75,75,2,area,0,112.8979004,5.784693991,4,1227
-1,6124,85,Lima 2008 (thesis),Richness,-46.9925,-22.80944444,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,1,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3338,75,75,107,area,1,0,6.274922296,11,1228
-1,6127,85,Lima 2008 (thesis),Richness,-47.00333333,-22.78416667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,1,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3341,75,75,111,area,1,0,6.863196261,14,1229
-1,6116,85,Lima 2008 (thesis),Richness,-46.89138889,-22.86027778,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,0,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3330,75,75,291,area,1,0,8.628018157,3,1230
-1,6122,85,Lima 2008 (thesis),Richness,-46.9825,-22.79111111,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,1,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3336,75,75,116,area,1,0,9.608474765,9,1231
-1,6115,85,Lima 2008 (thesis),Richness,-46.88583333,-22.8525,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,0,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3329,75,75,1,area,0,93.93673125,9.608474765,2,1232
-1,6129,85,Lima 2008 (thesis),Richness,-47.01944444,-22.79111111,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,1,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3343,75,75,92,area,1,0,20.88372577,16,1233
-1,6118,85,Lima 2008 (thesis),Richness,-46.91416667,-22.90777778,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,0,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3332,75,75,283,area,1,0,23.62900427,5,1234
-1,6126,85,Lima 2008 (thesis),Richness,-47.00166667,-22.78111111,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,0,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3340,75,75,119,area,1,0,25.49187183,13,1235
-1,6125,85,Lima 2008 (thesis),Richness,-46.99416667,-22.79,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,1,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3339,75,75,1,area,0,88.56439956,68.14173431,12,1236
-1,6119,85,Lima 2008 (thesis),Richness,-46.92666667,-22.82944444,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus,Total count,1,2007,0,NA,NA,NA,0.32,D,3.6,AR,Gummivore,7.24,1.056,11,159.8,144,60.24,201.6,2.31,1.26,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix jacchus,Least Concern,33,c,Callithrix_jacchus_c,3333,75,75,298,area,1,0,262.6643255,6,1237
-1,6552,569,Rodrigues de Melo 2004 (thesis),Richness,-41.13166667,-15.83166667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,512,75,75,1,area,0,61.01255506,0.186126594,31,1238
-1,6531,569,Rodrigues de Melo 2004 (thesis),Richness,-40.06722222,-16.05444444,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",1,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,491,75,75,1,area,0,244.0502202,1.302886156,10,1239
-1,6541,569,Rodrigues de Melo 2004 (thesis),Richness,-40.54861111,-15.79555556,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",1,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,501,75,75,1,area,0,30.50627753,2.326582422,20,1240
-1,6551,569,Rodrigues de Melo 2004 (thesis),Richness,-41.10083333,-16.48666667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,511,75,75,1,area,0,125.7806045,4.839291438,30,1241
-1,6524,569,Rodrigues de Melo 2004 (thesis),Richness,-39.99694444,-16.17194444,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,484,75,75,1,area,0,382.2425619,11.07453233,3,1242
-1,6532,569,Rodrigues de Melo 2004 (thesis),Richness,-40.0725,-16.05055556,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,492,75,75,90,area,1,0,29.03574863,11,1243
-1,6542,569,Rodrigues de Melo 2004 (thesis),Richness,-40.65833333,-16.79861111,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,502,75,75,464,area,1,0,49.32354735,21,1244
-1,6530,569,Rodrigues de Melo 2004 (thesis),Richness,-40.06666667,-15.99111111,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,490,75,75,72,area,1,0,61.51483924,9,1245
-1,6527,569,Rodrigues de Melo 2004 (thesis),Richness,-40.04527778,-16.00527778,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,487,75,75,76,area,1,0,78.35929597,6,1246
-1,6535,569,Rodrigues de Melo 2004 (thesis),Richness,-40.30611111,-16.22277778,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,495,75,75,206,area,1,0,179.5190997,14,1247
-1,6522,569,Rodrigues de Melo 2004 (thesis),Richness,-39.91444444,-16.20722222,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,482,75,75,249,area,1,0,191.7103916,1,1248
-1,6525,569,Rodrigues de Melo 2004 (thesis),Richness,-40.02638889,-16.0225,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,485,75,75,102,area,1,0,198.5970755,4,1249
-1,6534,569,Rodrigues de Melo 2004 (thesis),Richness,-40.28444444,-16.39388889,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,494,75,75,2,area,0,68.2141103,217.4889248,13,1250
-1,6529,569,Rodrigues de Melo 2004 (thesis),Richness,-40.06333333,-16.00388889,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,489,75,75,60,area,1,0,217.6750514,8,1251
-1,6537,569,Rodrigues de Melo 2004 (thesis),Richness,-40.35944444,-16.14166667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,497,75,75,1,area,0,30.50627753,232.1929257,16,1252
-1,6538,569,Rodrigues de Melo 2004 (thesis),Richness,-40.46805556,-15.95027778,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,498,75,75,760,area,1,0,263.1830036,17,1253
-1,6528,569,Rodrigues de Melo 2004 (thesis),Richness,-40.05888889,-16.04222222,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,488,75,75,79,area,1,0,425.6715199,7,1254
-1,6555,569,Rodrigues de Melo 2004 (thesis),Richness,-41.37138889,-16.01944444,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,515,75,75,327,area,1,0,432.9304571,34,1255
-1,6540,569,Rodrigues de Melo 2004 (thesis),Richness,-40.49805556,-16.39611111,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,500,75,75,279,area,1,0,913.2301323,19,1256
-1,6526,569,Rodrigues de Melo 2004 (thesis),Richness,-40.02916667,-16.05666667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",1,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,486,75,75,1,area,0,61.01255506,1029.280063,5,1257
-1,6554,569,Rodrigues de Melo 2004 (thesis),Richness,-41.18166667,-15.90416667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,514,75,75,4,area,0,91.51883259,1493.479788,33,1258
-1,6553,569,Rodrigues de Melo 2004 (thesis),Richness,-41.13333333,-15.7825,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,513,75,75,10,area,0,30.50627753,1507.253156,32,1259
-1,6539,569,Rodrigues de Melo 2004 (thesis),Richness,-40.48,-15.96138889,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",1,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,499,75,75,729,area,1,0,1509.951992,18,1260
-1,6543,569,Rodrigues de Melo 2004 (thesis),Richness,-40.68777778,-16.33666667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,503,75,75,479,area,1,0,2233.239935,22,1261
-1,6544,569,Rodrigues de Melo 2004 (thesis),Richness,-40.73333333,-16.62416667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,504,75,75,264,area,1,0,2525.737877,23,1262
-1,6546,569,Rodrigues de Melo 2004 (thesis),Richness,-40.83638889,-16.71166667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,506,75,75,587,area,1,0,3160.615689,25,1263
-1,6523,569,Rodrigues de Melo 2004 (thesis),Richness,-39.995,-16.31472222,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,483,75,75,528,area,1,0,5658.062324,2,1264
-1,6547,569,Rodrigues de Melo 2004 (thesis),Richness,-40.85055556,-16.04916667,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",1,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,507,75,75,788,area,1,0,6015.518447,26,1265
-1,6550,569,Rodrigues de Melo 2004 (thesis),Richness,-41.0275,-16.13833333,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",0,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,510,75,75,452,area,1,0,6984.400431,29,1266
-1,6549,569,Rodrigues de Melo 2004 (thesis),Richness,-41.01166667,-16.34138889,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Flights, pre.existing trails, playbacks",1,2000,0,complete days,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,b,Callithrix_kuhlii_b,509,75,75,744,area,1,0,7656.410498,28,1267
-1,6504,554,Teixeira 2003,Richness,-39.91401895,-16.59929423,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",0,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,519,75,75,365,area,1,0,617.8188375,4,1268
-1,6502,554,Teixeira 2003,Richness,-39.84181142,-17.16923539,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",0,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,517,75,75,134,area,1,0,1302.369043,2,1269
-1,6501,554,Teixeira 2003,Richness,-39.67306776,-17.29201011,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",1,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,516,75,75,282,area,1,0,2405.988384,1,1270
-1,6508,554,Teixeira 2003,Richness,-39.37371651,-15.97362675,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",1,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,523,75,75,387,area,1,0,2427.365533,8,1271
-1,6509,554,Teixeira 2003,Richness,-39.63588308,-15.92691698,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",1,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,524,75,75,386,area,1,0,3099.205001,9,1272
-1,6514,554,Teixeira 2003,Richness,-39.52699019,-15.15521825,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",1,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,529,75,75,547,area,1,0,4228.823577,14,1273
-1,6510,554,Teixeira 2003,Richness,-39.16129992,-15.61988992,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",1,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,525,75,75,503,area,1,0,4948.328308,10,1274
-1,6507,554,Teixeira 2003,Richness,-39.42411603,-16.28635666,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",0,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,522,75,75,517,area,1,0,5518.867057,7,1275
-1,6521,554,Teixeira 2003,Richness,-39.03534833,-13.52523556,Precise,Brazil,Neotropics,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii,"Line transects, direct sighting, play-back, interviews, indirect signs",1,2000,0,NA,NA,NA,0.38,D,20.63333333,AR,Omnivore,NA,NA,5,152,140,56,240,2,0.5,Polyandry,NA,NA,Tropical_and_suptropical_moist_broadleaf_forest,Callithrix kuhlii,Vulnerable,34,c,Callithrix_kuhlii_c,536,75,75,1165,area,1,0,6366.345796,21,1276
