OID,N,N_study,Source,BASE,X,Y,Precise,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Sample_met,Occurrence,Sample_yea,Sampling_e,Sampling_1,ID_Todo,TRAITS,BodyMass_k,DielActivi,HomeRange_,Locomotion,TrophicGui,Brain_size,Canine_Dim,MeanGroupS,Interbirth,Gestation,WeaningAge,MaxLongevi,LitterSz,AdultSexRa,Social_Sys,Mating_Sys,FOREST,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
-1,4009,28,Shanee et al. 2015,Ocurrencias,-76.90666667,-6.292777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax, ,0,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5029,75,75,1119,area,1,0,8540.307251,36,672
-1,4001,28,Shanee et al. 2015,Ocurrencias,-76.89027778,-7.238888889,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax, ,0,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5021,75,75,658,area,1,0,9010.326403,28,673
-1,4014,28,Shanee et al. 2015,Ocurrencias,-77.81055556,-5.697777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,"Visual, referred to by researcher, referred to by local",1,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5034,75,75,491,area,0,30.19558461,9023.911826,41,674
-1,3975,28,Shanee et al. 2015,Ocurrencias,-76.59361111,-8.482777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,"Audio, food residue, referred to by local",1,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4995,75,75,1312,area,1,0,9044.153194,2,675
-1,3977,28,Shanee et al. 2015,Ocurrencias,-75.97055556,-9.419722222,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax, ,0,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4997,75,75,167,area,0,42.70300528,9247.387469,4,676
-1,3991,28,Shanee et al. 2015,Ocurrencias,-77.68166667,-6.735277778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,"Referred to by researcher, referred to by local",1,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5011,75,75,1539,area,1,0,9283.128983,18,677
-1,3997,28,Shanee et al. 2015,Ocurrencias,-77.33444444,-6.160555556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,"Visual, audio, food residue. Referred to by local",1,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5017,75,75,723,area,1,0,9430.015667,24,678
-1,3992,28,Shanee et al. 2015,Ocurrencias,-77.22472222,-6.707777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,"Visual, audio, food residue. Refered to by locals",1,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5012,75,75,169,area,1,0,9860.281501,19,679
-1,3982,28,Shanee et al. 2015,Ocurrencias,-77.91416667,-5.583055556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,"Visual, audio, food residue. Refered to by locals",1,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5002,75,75,245,area,1,0,9897.390676,9,680
-1,4002,28,Shanee et al. 2015,Ocurrencias,-77.19972222,-7.044166667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax, ,0,2011,0,Day,NA,NA,0.8,N,1.23,AR,Omnivore,NA,NA,4,NA,NA,NA,NA,NA,NA,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5022,75,75,123,area,1,0,9907.055473,29,681
-1,4095,28,Shanee et al. 2015,Ocurrencias,-77.79833333,-5.908333333,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5076,75,75,3,area,0,284.8645755,0.364709332,40,682
-1,4072,28,Shanee et al. 2015,Ocurrencias,-78.00027778,-5.993888889,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5053,75,75,275,area,0,217.7434572,0.638241331,17,683
-1,4088,28,Shanee et al. 2015,Ocurrencias,-77.49305556,-7.144722222,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5069,75,75,340,area,0,278.3895348,0.638241331,33,684
-1,4078,28,Shanee et al. 2015,Ocurrencias,-77.91527778,-6.265555556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5059,75,75,1,area,0,95.48682266,0.91177333,23,685
-1,4080,28,Shanee et al. 2015,Ocurrencias,-77.45083333,-6.346666667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5061,75,75,965,area,1,0,2.826497323,25,686
-1,4085,28,Shanee et al. 2015,Ocurrencias,-77.98055556,-5.909722222,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5066,75,75,11,area,0,90.58675384,3.008851989,30,687
-1,4068,28,Shanee et al. 2015,Ocurrencias,-77.64777778,-6.053611111,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5049,75,75,9,area,0,30.19558461,6.382413311,13,688
-1,4093,28,Shanee et al. 2015,Ocurrencias,-77.95555556,-6.0175,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5074,75,75,1026,area,1,0,13.76777728,38,689
-1,4071,28,Shanee et al. 2015,Ocurrencias,-78.16583333,-5.938333333,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5052,75,75,1,area,0,30.19558461,58.53584779,16,690
-1,4097,28,Shanee et al. 2015,Ocurrencias,-77.99027778,-6.389444444,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5078,75,75,2,area,0,60.39116923,1696.810167,42,691
-1,4065,28,Shanee et al. 2015,Ocurrencias,-77.90611111,-5.707777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5046,75,75,402,area,0,108.8717286,2003.71307,10,692
-1,4086,28,Shanee et al. 2015,Ocurrencias,-78.32972222,-6.216666667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5067,75,75,835,area,1,0,2201.385528,31,693
-1,4076,28,Shanee et al. 2015,Ocurrencias,-78.4125,-5.918888889,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5057,75,75,1639,area,1,0,3539.959954,21,694
-1,4090,28,Shanee et al. 2015,Ocurrencias,-76.75611111,-7.229444444,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5071,75,75,643,area,0,60.39116923,3907.404606,35,695
-1,4058,28,Shanee et al. 2015,Ocurrencias,-76.01138889,-9.291666667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,"Visual, referred to by local",1,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5039,75,75,491,area,0,42.70300528,4658.797008,3,696
-1,4060,28,Shanee et al. 2015,Ocurrencias,-75.75861111,-9.807777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5041,75,75,3117,area,1,0,6583.003444,5,697
-1,4062,28,Shanee et al. 2015,Ocurrencias,-75.80361111,-9.684166667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5043,75,75,775,area,1,0,7507.632778,7,698
-1,4056,28,Shanee et al. 2015,Ocurrencias,-76.71861111,-8.411111111,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5037,75,75,1784,area,1,0,8026.705334,1,699
-1,4089,28,Shanee et al. 2015,Ocurrencias,-78.24444444,-5.575555556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5070,75,75,1952,area,1,0,8194.106918,34,700
-1,4098,28,Shanee et al. 2015,Ocurrencias,-76.1025,-6.715277778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5079,75,75,468,area,1,0,8476.027232,43,701
-1,4092,28,Shanee et al. 2015,Ocurrencias,-77.78666667,-5.795277778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5073,75,75,3410,area,1,0,8504.10985,37,702
-1,4091,28,Shanee et al. 2015,Ocurrencias,-76.90666667,-6.292777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5072,75,75,1119,area,1,0,8540.307251,36,703
-1,4083,28,Shanee et al. 2015,Ocurrencias,-76.89027778,-7.238888889,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,"Visual, audio, referred to by local",1,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5064,75,75,658,area,1,0,9010.326403,28,704
-1,4057,28,Shanee et al. 2015,Ocurrencias,-76.59361111,-8.482777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5038,75,75,1312,area,1,0,9044.153194,2,705
-1,4059,28,Shanee et al. 2015,Ocurrencias,-75.97055556,-9.419722222,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5040,75,75,167,area,0,42.70300528,9247.387469,4,706
-1,4073,28,Shanee et al. 2015,Ocurrencias,-77.68166667,-6.735277778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5054,75,75,1539,area,1,0,9283.128983,18,707
-1,4079,28,Shanee et al. 2015,Ocurrencias,-77.33444444,-6.160555556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5060,75,75,723,area,1,0,9430.015667,24,708
-1,4082,28,Shanee et al. 2015,Ocurrencias,-77.76444444,-5.671666667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5063,75,75,510,area,0,30.19558461,9561.949268,27,709
-1,4074,28,Shanee et al. 2015,Ocurrencias,-77.22472222,-6.707777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5055,75,75,169,area,1,0,9860.281501,19,710
-1,4064,28,Shanee et al. 2015,Ocurrencias,-77.91416667,-5.583055556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai, ,0,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5045,75,75,245,area,1,0,9897.390676,9,711
-1,4084,28,Shanee et al. 2015,Ocurrencias,-77.19972222,-7.044166667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,"Visual, audio, referred to by local",1,2011,0,Day,NA,NA,0.79,N,9.2,AR,Frugivore,NA,NA,3.9,365.2,117,NA,NA,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5065,75,75,123,area,1,0,9907.055473,29,712
-1,4147,56,Shanee et al 2013,Richness,-76.79111111,-8.651666667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4275,75,75,422,area,0,30.18191294,212.3419482,4,713
-1,4144,56,Shanee et al 2013,Richness,-76.39333333,-9.258055556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4274,75,75,860,area,1,0,5735.692161,3,714
-1,4157,56,Shanee et al 2013,Richness,-77.59388889,-5.961944444,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4282,75,75,1743,area,1,0,5834.621099,11,715
-1,4150,56,Shanee et al 2013,Richness,-76.95444444,-5.962222222,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4277,75,75,1140,area,1,0,6665.132271,6,716
-1,4161,56,Shanee et al 2013,Richness,-77.91,-5.665555556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4283,75,75,866,area,1,0,6717.147394,12,717
-1,4156,56,Shanee et al 2013,Richness,-77.5575,-6.267777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4281,75,75,993,area,1,0,8010.237894,10,718
-1,4154,56,Shanee et al 2013,Richness,-77.3875,-5.894444444,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4279,75,75,808,area,1,0,8055.056529,8,719
-1,4143,56,Shanee et al 2013,Richness,-76.28972222,-6.4625,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4273,75,75,666,area,1,0,8589.145264,2,720
-1,4142,56,Shanee et al 2013,Richness,-77.13555556,-8.117222222,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4272,75,75,1189,area,1,0,8685.15917,1,721
-1,4149,56,Shanee et al 2013,Richness,-76.90666667,-6.292777778,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,1,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4276,75,75,1063,area,1,0,8709.572573,5,722
-1,4155,56,Shanee et al 2013,Richness,-77.46083333,-7.320555556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4280,75,75,1629,area,1,0,8854.777663,9,723
-1,4163,56,Shanee et al 2013,Richness,-78.20666667,-4.883055556,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4284,75,75,524,area,1,0,9596.926892,13,724
-1,4151,56,Shanee et al 2013,Richness,-77.08111111,-6.361666667,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,Trails,0,2009,0,NA,NA,NA,0.96,N,10.5,AR,Frugivore,NA,NA,4.1,NA,NA,NA,NA,NA,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4278,75,75,466,area,1,0,9601.754915,7,725
-1,4183,372,Heymann et al. 2002,Richness,-74.43198333,-2.265786111,Precise,Peru,Neotropics,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,Transects,0,1999,0,NA,NA,NA,0.7,N,6.3,AR,Frugivore,NA,NA,3.3,365.2,141.5,NA,265.2,1.02,1,Pair,Monogamy,NA,Tropical_and_suptropical_moist_broadleaf_forest,Aotus vociferans,Least Concern,16,a,Aotus_vociferans_a,236,75,75,60,area,1,0,4898.408919,4,726
