"Source","X","Y","Country","Realm","Family","Genus","Taxon","Taxon_ITIS","Sample_met","Occurrence","Sample_yea","Sampling_e","Sampling_1","BodyMass_k","DielActivi","HomeRange_","Locomotion","TrophicGui","Brain_size","Canine_Dim","MeanGroupS","Interbirth","Gestation","WeaningAge","MaxLongevi","LitterSz","AdultSexRa","Social_Sys","Mating_Sys","FOREST","BIOME","TaxonNameIUCN","species_number","Source_grp","Dataset"
"Fialho et al. 2014",-35.50072222,-9.227416667,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul ","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul ",2,"a","Alouatta_belzebul _a"
"Fialho et al. 2014",-36.06397222,-9.881972222,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul ","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul ",2,"a","Alouatta_belzebul _a"
"Fialho et al. 2014",-36.30797222,-10.113,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul ","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"9Tropical and Subtropical Dry Broadleaf Forest","Alouatta belzebul ",2,"a","Alouatta_belzebul _a"
"Fialho et al. 2014",-36.23536111,-9.757416667,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul ","Semi-structured interviews, local knowledge, tracks, confirmed individuals",0,2007,30,"days",6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul ",2,"a","Alouatta_belzebul _a"
"Fialho et al. 2014",-35.98216667,-9.516777778,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul ","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta belzebul ",2,"a","Alouatta_belzebul _a"
"Fialho et al. 2014",-36.22758333,-10.01591667,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul ","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"9Tropical and Subtropical Dry Broadleaf Forest","Alouatta belzebul ",2,"a","Alouatta_belzebul _a"
"Fialho et al. 2014",-36.18222222,-10.03508333,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul ","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"9Tropical and Subtropical Dry Broadleaf Forest","Alouatta belzebul ",2,"a","Alouatta_belzebul _a"
"Fialho et al. 2014",-36.29533333,-10.00791667,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta belzebul","Alouatta_belzebul ","Semi-structured interviews, local knowledge, tracks, confirmed individuals",1,2007,30,"days",6.4,"D",11.4375,"AR","Folivore_frugivore",52.84,1.811,7,NA,190,NA,NA,NA,1,"Polygyny","Harem Polygyny",NA,"9Tropical and Subtropical Dry Broadleaf Forest","Alouatta belzebul ",2,"a","Alouatta_belzebul _a"
"Bicca-Marques et al. 2008",-54.99477222,-29.57436389,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya ","2 trails (3km long each), direct sightings",1,2007,315,"km of census",5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta caraya ",3,"b","Alouatta_caraya _b"
"Bicca-Marques et al. 2008",-54.99501389,-29.57966389,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya ","2 trails (3km long each), direct sightings",1,2007,315,"km of census",5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta caraya ",3,"b","Alouatta_caraya _b"
"Bicca-Marques et al. 2008",-54.99515,-29.58275833,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya ","2 trails (3km long each), direct sightings",1,2007,315,"km of census",5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta caraya ",3,"b","Alouatta_caraya _b"
"Bicca-Marques et al. 2008",-54.99124722,-29.58386111,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya ","2 trails (3km long each), direct sightings",1,2007,315,"km of census",5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta caraya ",3,"b","Alouatta_caraya _b"
"Bicca-Marques et al. 2008",-54.98826944,-29.57751944,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya ","2 trails (3km long each), direct sightings",1,2007,315,"km of census",5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta caraya ",3,"b","Alouatta_caraya _b"
"Bicca-Marques et al. 2008",-54.98460556,-29.573975,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya ","2 trails (3km long each), direct sightings",1,2007,315,"km of census",5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta caraya ",3,"b","Alouatta_caraya _b"
"Bicca-Marques et al. 2008",-54.99052778,-29.56849722,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya ","2 trails (3km long each), direct sightings",0,2007,315,"km of census",5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta caraya ",3,"b","Alouatta_caraya _b"
"Bicca-Marques et al. 2008",-54.98155833,-29.56662222,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta caraya","Alouatta_caraya ","2 trails (3km long each), direct sightings",1,2007,315,"km of census",5.38,"D",6.9125,"AR","Folivore_frugivore",52.63,1.542,8,337.62,187,323.16,243.6,1.01,1.43,"Polygyndry","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta caraya ",3,"b","Alouatta_caraya _b"
"Lima 2008 (thesis)",-46.87722222,-22.92666667,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.88583333,-22.8525,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.89138889,-22.86027778,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.90277778,-22.85194444,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.91416667,-22.90777778,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.92666667,-22.82944444,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",1,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.93833333,-22.88694444,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.94027778,-22.88694444,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.9825,-22.79111111,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",1,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.98416667,-22.80555556,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.9925,-22.80944444,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",1,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-46.99416667,-22.79,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",1,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-47.00166667,-22.78111111,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",1,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-47.00333333,-22.78416667,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",1,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-47.00694444,-22.88333333,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",0,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Lima 2008 (thesis)",-47.01944444,-22.79111111,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","Total count",1,2007,0,NA,5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta guariba ",4,"g","Alouatta_guariba _g"
"Bicca-Marques et al. 2008",-54.99477222,-29.57436389,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","2 trails (3km long each), direct sightings",0,2007,315,"km of census",5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta guariba ",4,"b","Alouatta_guariba _b"
"Bicca-Marques et al. 2008",-54.99501389,-29.57966389,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","2 trails (3km long each), direct sightings",0,2007,315,"km of census",5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta guariba ",4,"b","Alouatta_guariba _b"
"Bicca-Marques et al. 2008",-54.99515,-29.58275833,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","2 trails (3km long each), direct sightings",0,2007,315,"km of census",5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta guariba ",4,"b","Alouatta_guariba _b"
"Bicca-Marques et al. 2008",-54.99124722,-29.58386111,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","2 trails (3km long each), direct sightings",0,2007,315,"km of census",5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta guariba ",4,"b","Alouatta_guariba _b"
"Bicca-Marques et al. 2008",-54.98826944,-29.57751944,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","2 trails (3km long each), direct sightings",0,2007,315,"km of census",5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta guariba ",4,"b","Alouatta_guariba _b"
"Bicca-Marques et al. 2008",-54.98460556,-29.573975,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","2 trails (3km long each), direct sightings",0,2007,315,"km of census",5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta guariba ",4,"b","Alouatta_guariba _b"
"Bicca-Marques et al. 2008",-54.99052778,-29.56849722,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","2 trails (3km long each), direct sightings",0,2007,315,"km of census",5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta guariba ",4,"b","Alouatta_guariba _b"
"Bicca-Marques et al. 2008",-54.98155833,-29.56662222,"Brazil","Neotropics","Atelidae","Alouatta","Alouatta guariba","Alouatta_guariba ","2 trails (3km long each), direct sightings",1,2007,315,"km of census",5.54,"D",15.065,"AR","Folivore_frugivore",51.7,1.783,6.53,664.8,190,NA,NA,NA,1.61,"Polygyny","Harem Polygyny",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Alouatta guariba ",4,"b","Alouatta_guariba _b"
"Chaves et al. 2015",-90.83319444,16.25338889,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,1,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Chaves et al. 2015",-90.84547222,16.32347222,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,1,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Chaves et al. 2015",-90.85169444,16.33111111,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,1,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Chaves et al. 2015",-90.90125,16.16111111,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,1,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Chaves et al. 2015",-90.90183333,16.15888889,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,1,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Chaves et al. 2015",-90.92636111,16.10436111,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,0,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Chaves et al. 2015",-90.93436111,16.10055556,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,0,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Chaves et al. 2015",-90.93461111,16.11097222,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,0,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Chaves et al. 2015",-90.93844444,16.11616667,"Mexico","Neotropics","Atelidae","Alouatta","Alouatta pigra","Alouatta_pigra",NA,1,2007,0,NA,6.56,"D",11.98,"AR","Folivore_frugivore",51.13,1.109,6.6,NA,187,NA,240,1.01,1.13,"Polygyndry","Harem Polygyny",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Alouatta pigra",7,"a","Alouatta_pigra_a"
"Ceballos-Mago & Chivers 2013",-63.89694444,11.0192,"Venezuela","Neotropics","Atelidae","Alouatta","Alouatta seniculus","Alouatta_seniculus ","Line transects",0,2007,0,NA,6.01,"D",70.20666667,"AR","Folivore_frugivore",55.22,1.464,7.1,507.35,190,370.04,300,1.42,1.29,"Polygyndry","Harem Polygyny",NA,"10Deserts and Xeric Shrublands","Alouatta seniculus ",9,"e","Alouatta_seniculus _e"
"Ceballos-Mago & Chivers 2013",-63.84281944,11.06030833,"Venezuela","Neotropics","Atelidae","Alouatta","Alouatta seniculus","Alouatta_seniculus ","Line transects",1,2007,0,NA,6.01,"D",70.20666667,"AR","Folivore_frugivore",55.22,1.464,7.1,507.35,190,370.04,300,1.42,1.29,"Polygyndry","Harem Polygyny",NA,"10Deserts and Xeric Shrublands","Alouatta seniculus ",9,"e","Alouatta_seniculus _e"
"Ceballos-Mago & Chivers 2013",-63.88734722,11.07494722,"Venezuela","Neotropics","Atelidae","Alouatta","Alouatta seniculus","Alouatta_seniculus ","Line transects",0,2007,0,NA,6.01,"D",70.20666667,"AR","Folivore_frugivore",55.22,1.464,7.1,507.35,190,370.04,300,1.42,1.29,"Polygyndry","Harem Polygyny",NA,"10Deserts and Xeric Shrublands","Alouatta seniculus ",9,"e","Alouatta_seniculus _e"
"Ceballos-Mago & Chivers 2013",-63.88644444,11.10801389,"Venezuela","Neotropics","Atelidae","Alouatta","Alouatta seniculus","Alouatta_seniculus ","Line transects",0,2007,0,NA,6.01,"D",70.20666667,"AR","Folivore_frugivore",55.22,1.464,7.1,507.35,190,370.04,300,1.42,1.29,"Polygyndry","Harem Polygyny",NA,"10Deserts and Xeric Shrublands","Alouatta seniculus ",9,"e","Alouatta_seniculus _e"
"Ceballos-Mago & Chivers 2013",-63.89496944,11.13421944,"Venezuela","Neotropics","Atelidae","Alouatta","Alouatta seniculus","Alouatta_seniculus ","Line transects",0,2007,0,NA,6.01,"D",70.20666667,"AR","Folivore_frugivore",55.22,1.464,7.1,507.35,190,370.04,300,1.42,1.29,"Polygyndry","Harem Polygyny",NA,"10Deserts and Xeric Shrublands","Alouatta seniculus ",9,"e","Alouatta_seniculus _e"
"Ceballos-Mago & Chivers 2013",-63.98738333,11.01363333,"Venezuela","Neotropics","Atelidae","Alouatta","Alouatta seniculus","Alouatta_seniculus ","Line transects",0,2007,0,NA,6.01,"D",70.20666667,"AR","Folivore_frugivore",55.22,1.464,7.1,507.35,190,370.04,300,1.42,1.29,"Polygyndry","Harem Polygyny",NA,"10Deserts and Xeric Shrublands","Alouatta seniculus ",9,"e","Alouatta_seniculus _e"
"Carretero-PinzÃ³n 2013",-73.63553611,3.62705,"Colombia","Neotropics","Aotidae","Aotus","Aotus brumbacki","Aotus_brumbacki"," ",0,2007,0,NA,0.67,"N",17.5,"AR","Omnivore",NA,NA,3,NA,NA,NA,NA,NA,1,"Pair","Monogamy",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Aotus brumbacki",11,"a","Aotus_brumbacki_a"
"Carretero-PinzÃ³n 2013",-73.62535278,3.599527778,"Colombia","Neotropics","Aotidae","Aotus","Aotus brumbacki","Aotus_brumbacki"," ",0,2007,0,NA,0.67,"N",17.5,"AR","Omnivore",NA,NA,3,NA,NA,NA,NA,NA,1,"Pair","Monogamy",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Aotus brumbacki",11,"a","Aotus_brumbacki_a"
"Carretero-PinzÃ³n 2013",-73.63235,3.593169444,"Colombia","Neotropics","Aotidae","Aotus","Aotus brumbacki","Aotus_brumbacki"," ",0,2007,0,NA,0.67,"N",17.5,"AR","Omnivore",NA,NA,3,NA,NA,NA,NA,NA,1,"Pair","Monogamy",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Aotus brumbacki",11,"a","Aotus_brumbacki_a"
"Carretero-PinzÃ³n 2013",-73.64549722,3.597327778,"Colombia","Neotropics","Aotidae","Aotus","Aotus brumbacki","Aotus_brumbacki"," ",1,2007,0,NA,0.67,"N",17.5,"AR","Omnivore",NA,NA,3,NA,NA,NA,NA,NA,1,"Pair","Monogamy",NA,"8Tropical and Subtropical Grasslands Savannas and Shrublands","Aotus brumbacki",11,"a","Aotus_brumbacki_a"
"Chaves et al. 2015",-90.83319444,16.25338889,"Mexico","Neotropics","Atelidae","Ateles","Ateles geoffroyi","Ateles_geoffroyi",NA,1,2007,0,NA,7.54,"D",388.0971429,"AR","Frugivore",105.09,1.579,15,1048.15,232,816.35,327.6,1.01,NA,"Polygyndry","Polygyndry",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Ateles geoffroyi",20,"a","Ateles_geoffroyi_a"
"Chaves et al. 2015",-90.84547222,16.32347222,"Mexico","Neotropics","Atelidae","Ateles","Ateles geoffroyi","Ateles_geoffroyi",NA,1,2007,0,NA,7.54,"D",388.0971429,"AR","Frugivore",105.09,1.579,15,1048.15,232,816.35,327.6,1.01,NA,"Polygyndry","Polygyndry",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Ateles geoffroyi",20,"a","Ateles_geoffroyi_a"
"Chaves et al. 2015",-90.85169444,16.33111111,"Mexico","Neotropics","Atelidae","Ateles","Ateles geoffroyi","Ateles_geoffroyi",NA,1,2007,0,NA,7.54,"D",388.0971429,"AR","Frugivore",105.09,1.579,15,1048.15,232,816.35,327.6,1.01,NA,"Polygyndry","Polygyndry",NA,"2Tropical_and_suptropical_moist_broadleaf_forest","Ateles geoffroyi",20,"a","Ateles_geoffroyi_a"
